RecordNumber,MediaURN,Title,Publisher,StartDate,StartTime,EndTime,Description,MediaType,CallNumber
3923,3933,"One-hour News London","Al Jazeera Eng",03/12/2010,21:00:00,21:57:00,"World news from Al Jazeera's London news centre.  [AW]",Video,BNT000003923
3943,3953,"One-hour News London","Al Jazeera Eng",04/12/2010,21:00:00,21:57:00,"World news from Al Jazeera's London news centre. [AW]",Video,BNT000003943
3957,3967,"One-hour News London","Al Jazeera Eng",05/12/2010,21:00:00,22:00:00,"World news from Al Jazeera's London news centre. [AW]",Video,BNT000003957
3975,3985,"One-hour News London","Al Jazeera Eng",06/12/2010,21:00:00,21:57:00,"World news from Al Jazeera's London news centre. [AW]",Video,BNT000003975
4010,4020,"News Live London","Al Jazeera Eng",08/12/2010,21:00:00,21:57:00,"World news from Al Jazeera's London news centre. [AW]",Video,BNT000004010
4027,4037,"News Live London","Al Jazeera Eng",09/12/2010,21:00:00,21:57:00,"World news from Al Jazeera's London news centre. [AW]",Video,BNT000004027
4050,4060,"One-hour News London","Al Jazeera Eng",10/12/2010,21:00:00,21:57:00,"One Hour News London [AW]",Video,BNT000004050
4069,4079,"One-hour News London","Al Jazeera Eng",11/12/2010,21:00:00,21:57:00,"World news from Al Jazeera's London news centre. [AW]",Video,BNT000004069
4086,4096,"One-hour News London","Al Jazeera Eng",12/12/2010,21:00:00,21:57:00,"One Hour News London. [AW]",Video,BNT000004086
4102,4112,"Newshour","Al Jazeera Eng",13/12/2010,18:00:00,18:57:00,"World news linking Al Jazeera's international news centres. [AW]",Video,BNT000004102
4128,4138,"One-hour News London","Al Jazeera Eng",14/12/2010,21:00:00,21:57:00,"World news from Al Jazeera's London news centre. [AW]",Video,BNT000004128
4150,4160,"One-hour News London","Al Jazeera Eng",15/12/2010,21:00:00,21:57:00,"World news from Al Jazeera's London news centre. [AW]",Video,BNT000004150
4177,4187,"News Live London","Al Jazeera Eng",16/12/2010,21:00:00,21:59:00,"One Hour News London. [LMcK]",Video,BNT000004177
4191,4201,"One-hour News London","Al Jazeera Eng",17/12/2010,21:00:00,21:59:00,"World news from Al Jazeera's London news centre. [LMcK]",Video,BNT000004191
4211,4221,"One-hour News London","Al Jazeera Eng",18/12/2010,21:00:00,21:59:00,"One Shot: One Shot follows a company of Israeli snipers as they break into a Palestinian home to gain a vantage point over the neighbouring home of their intended target. [LMcK]",Video,BNT000004211
4225,4235,"One-hour News London","Al Jazeera Eng",19/12/2010,21:00:00,21:59:00,"World news from Al Jazeera's London news centre. [LMcK]",Video,BNT000004225
4236,4246,"One-hour News London","Al Jazeera Eng",20/12/2010,21:00:00,21:59:00,"One-hour News London. [LMcK]",Video,BNT000004236
4252,4262,"One-hour News London","Al Jazeera Eng",21/12/2010,21:00:00,21:59:00,"World news from Al Jazeera's London news centre. [LMcK]",Video,BNT000004252
4272,4282,"One-hour News London","Al Jazeera Eng",22/12/2010,21:00:00,21:59:00,"World news from Al Jazeera's London news centre. [LMcK]",Video,BNT000004272
4292,4302,"One-hour News London","Al Jazeera Eng",23/12/2010,21:00:00,21:59:00,"World news from Al Jazeera's London news centre. [LMcK]",Video,BNT000004292
4356,4366,"Listening Post","Al Jazeera Eng",23/12/2010,00:32:00,00:57:00,"Ep.50 The battle on the web - WikiLeaks, cyber warriors and the tug of war over freedom of information. Plus a still life 2010 retrospective. [LMcK]",Video,BNT000004356,,,,,
4312,4322,"One-hour News London","Al Jazeera Eng",24/12/2010,21:00:00,21:59:00,"One-hour News London. [LMcK]",Video,BNT000004312
4331,4341,"One-hour News London","Al Jazeera Eng",25/12/2010,21:00:00,21:59:00,"World news from Al Jazeera's London news centre. [LMcK]",Video,BNT000004331
4343,4353,"One-hour News London","Al Jazeera Eng",26/12/2010,21:00:00,21:59:00,"World news from Al Jazeera's London news centre. [LMcK]",Video,BNT000004343
4359,4369,"One-hour News London","Al Jazeera Eng",27/12/2010,21:00:00,21:59:00,"World news from Al Jazeera's London news centre. [LMcK]",Video,BNT000004359
4378,4388,"Listening Post","Al Jazeera Eng",27/12/2010,03:04:00,03:29:00,"Ep.51 This week we talk to John Pilger about his new film The War You Don't See. Then we report on the Arabic-language broadcasts getting lost in translation. [LMcK]",Video,BNT000004378
4381,4391,"One-hour News London","Al Jazeera Eng",28/12/2010,21:00:00,21:59:00,"World news from Al Jazeera's London news centre. [LMcK]",Video,BNT000004381
4399,4409,"One-hour News London","Al Jazeera Eng",29/12/2010,21:00:00,21:59:00,"World news from Al Jazeera's London news centre. [LMcK]",Video,BNT000004399
4417,4427,"One-hour News London","Al Jazeera Eng",30/12/2010,21:00:00,21:59:00,"World news from Al Jazeera's London news centre. [LMcK]",Video,BNT000004417
4441,4451,"One-hour News London","Al Jazeera Eng",31/12/2010,21:00:00,21:59:00,"World news from Al Jazeera's London news centre. [LMcK]",Video,BNT000004441
20,20,"World News Today","BBC FOUR",31/03/2010,19:00:00,19:27:00,"The latest national and international news, exploring the day's events from a global perspective. [S] Followed by weather.",Video,BNT000000020,,,,,
469,467,"World News Today","BBC FOUR",04/06/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] Followed by weather. [AW]",Video,BNT000000469,,,,,
498,496,"World News Today","BBC FOUR",10/06/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] [AW]",Video,BNT000000498,,,,,
515,513,"World News Today","BBC FOUR",11/06/2010,19:00:00,19:27:00,"The latest national and international news, exploring the day's events from a global perspective. [S] Followed by weather. [AW]",Video,BNT000000515,,,,,
551,549,"How to Be a Good President","BBC FOUR",13/06/2010,19:00:00,19:58:00,"Helped by contributors including Shirley Williams, Douglas Hurd and Simon Hoggart, journalist Jonathan Freedland attempts to define the qualities which make a great US president. [S] [AW]",Video,BNT000000551,,,,
608,606,"World News Today","BBC FOUR",14/06/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] Followed by weather. [AW]",Video,BNT000000608,,,,,
631,629,"World News Today","BBC FOUR",15/06/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] Followed by weather.",Video,BNT000000631,,,,,
661,659,"World News Today","BBC FOUR",16/06/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] Followed by weather. [AW]",Video,BNT000000661,,,,,
685,683,"World News Today","BBC FOUR",17/06/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] Followed by weather. [AW]",Video,BNT000000685,,,,,
874,872,"World News Today","BBC FOUR",12/07/2010,19:00:00,19:30:00,"The latest national and international news, exploring the day's events from a global perspective. [S] Followed by weather.",Video,BNT000000874,,,,,
1135,1133,"World News Today","BBC FOUR",02/08/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] Followed by weather. [AW]",Video,BNT000001135,,,,,
1172,1170,"World News Today","BBC FOUR",03/08/2010,19:00:00,19:30:00,"The latest national and international news, exploring the day's events from a global perspective. [S] Followed by weather. [AW]",Video,BNT000001172,,,,,
1182,1180,"World News Today","BBC FOUR",04/08/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] Followed by weather. [NR]",Video,BNT000001182,,,,,
1200,1198,"World News Today","BBC FOUR",05/08/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] Followed by weather. [NR]",Video,BNT000001200,,,,,
1219,1217,"World News Today","BBC FOUR",06/08/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] Followed by weather. [NR]",Video,BNT000001219,,,,,
1276,1274,"World News Today","BBC FOUR",09/08/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] Followed by weather. [NR]",Video,BNT000001276,,,,,
1299,1297,"World News Today","BBC FOUR",10/08/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] Followed by weather. [NR]",Video,BNT000001299,,,,,
1331,1329,"World News Today","BBC FOUR",11/08/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] Followed by weather. [NR]",Video,BNT000001331,,,,,
1351,1349,"World News Today","BBC FOUR",12/08/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] Followed by weather. [NR]",Video,BNT000001351,,,,,
1371,1369,"World News Today","BBC FOUR",13/08/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] Followed by weather. [NR]",Video,BNT000001371,,,,,
1439,1437,"World News Today","BBC FOUR",16/08/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] Followed by weather. [AW]",Video,BNT000001439,,,,,
1458,1456,"World News Today","BBC FOUR",17/08/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] Followed by weather. [AW]",Video,BNT000001458,,,,,
1477,1475,"World News Today","BBC FOUR",18/08/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] Followed by weather. [AW]",Video,BNT000001477,,,,,
1516,1514,"World News Today","BBC FOUR",20/08/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] Followed by weather. [AW]",Video,BNT000001516,,,,,
1570,1568,"World News Today","BBC FOUR",23/08/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] Followed by weather. [AW]",Video,BNT000001570,,,,,
1612,1611,"World News Today","BBC FOUR",24/08/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] Followed by weather. [AW]",Video,BNT000001612,,,,,
1625,1624,"World News Today","BBC FOUR",25/08/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] Followed by weather. [AW]",Video,BNT000001625,,,,,
1654,1653,"World News Today","BBC FOUR",26/08/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] [AW]",Video,BNT000001654,,,,,
1691,1690,"World News Today","BBC FOUR",27/08/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] Followed by weather. [AW]",Video,BNT000001691,,,,,
1762,1761,"World News Today","BBC FOUR",31/08/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] Followed by weather. [AW]",Video,BNT000001762,,,,,
1811,1810,"World News Today","BBC FOUR",01/09/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] Followed by weather. [AW]",Video,BNT000001811,,,,,
1834,1833,"World News Today","BBC FOUR",02/09/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] [AW]",Video,BNT000001834,,,,,
1851,1850,"World News Today","BBC FOUR",03/09/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] Followed by weather. [AW]",Video,BNT000001851,,,,,
1916,1919,"World News Today","BBC FOUR",06/09/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] Followed by weather. [AW]",Video,BNT000001916,,,,,
1941,1949,"World News Today","BBC FOUR",07/09/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] [AW]",Video,BNT000001941,,,,,
1964,1972,"World News Today","BBC FOUR",08/09/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] [AW]",Video,BNT000001964,,,,,
1983,1991,"World News Today","BBC FOUR",09/09/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] [AW]",Video,BNT000001983,,,,,
2024,2032,"World News Today","BBC FOUR",10/09/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] [AW]",Video,BNT000002024,,,,,
2114,2122,"World News Today","BBC FOUR",13/09/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] [AW]",Video,BNT000002114,,,,,
2136,2144,"World News Today","BBC FOUR",14/09/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] [AW].",Video,BNT000002136,,,,,
2159,2167,"World News Today","BBC FOUR",15/09/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] [AW]",Video,BNT000002159,,,,,
2190,2198,"World News Today","BBC FOUR",16/09/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] [AW]",Video,BNT000002190,,,,,
2210,2218,"World News Today","BBC FOUR",17/09/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] [AW]",Video,BNT000002210,,,,,
2291,2299,"World News Today","BBC FOUR",20/09/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] [AW]",Video,BNT000002291,,,,,
2315,2323,"World News Today","BBC FOUR",21/09/2010,19:00:00,19:27:00,"The latest national and international news, exploring the day's events from a global perspective. [S] [AW]",Video,BNT000002315,,,,,
2365,2373,"World News Today","BBC FOUR",22/09/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] [AW]",Video,BNT000002365,,,,,
2384,2392,"World News Today","BBC FOUR",23/09/2010,19:00:00,19:27:00,"The latest national and international news, exploring the day's events from a global perspective. [S] [AW]",Video,BNT000002384,,,,,
2408,2416,"World News Today","BBC FOUR",24/09/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] [AW]",Video,BNT000002408,,,,,
2470,2478,"World News Today","BBC FOUR",27/09/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] [AW]",Video,BNT000002470,,,,,
2511,2519,"World News Today","BBC FOUR",29/09/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] [AW]",Video,BNT000002511,,,,,
2534,2542,"World News Today","BBC FOUR",30/09/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] [AW]",Video,BNT000002534,,,,,
2559,2567,"World News Today","BBC FOUR",01/10/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] [AW]",Video,BNT000002559,,,,,
2638,2646,"World News Today","BBC FOUR",05/10/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] [AW]",Video,BNT000002638,,,,,
2710,2718,"World News Today","BBC FOUR",07/10/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] [AW]",Video,BNT000002710,,,,,
2711,2719,"World News Today","BBC FOUR",07/10/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] [AW]",Video,BNT000002711,,,,,
2732,2740,"World News Today","BBC FOUR",08/10/2010,19:00:00,19:26:00,"The latest national and international news, exploring the day's events from a global perspective. [S] [AW]",Video,BNT000002732,,,,,
